ID;telephone;"phone
-RAI";website;Spalte1;Spalte2;Consultant comments;email_1;"service
sector";company_name;"service
NACEcode";city;"service
details";number_of_empl;annual_turnover;contact_pers_name;contact_pers_title;gender_manager;address;"consultant
contract
country";init.;country;;;;;
DE003370K;49 991565;;http://www.mitex-gmbh.de;;;;info@mitex-gmbh.de;DST;Mitex Handels und Produktions GmbH;;Wahlstedt;;0-9;;Wolfgang Michaelsen;CEO - Chief Executive Officer;;;DE_C3;RW;DE;;;;;
DE002648K;49 99080;;http://www.kordes.de;;;;kontakt@kordes.de;DST;Kordes KLD Wasser- und Abwassersysteme GmbH;46;Vlotho;;10-19;;Sebastian Kordes;CEO - Chief Executive Officer;;;DE_C3;RW;DE;;;;;
DE003576K;49 989818;;http://www.cfsm.de;;;;info@cfsm.de;PST;CfSM - Centrum für Supply Management GmbH;70;Estenfeld;;0-9;;Ronald Bogaschewsky;CEO - Chief Executive Officer;;;DE_C3;RW;DE;;;;;
DE003177K;49 988800;;;;;;info@octg-oil.com;DST;APM ALLOY PIPE & METAL GmbH;46;Düsseldorf;;10-19;;Georg Fischermann;CEO - Chief Executive Officer;;;DE_C3;RW;DE;;;;;
DE002197K;49 98880;;http://www.schmitz-lohne.de;;;;info@schmitz-lohne.de;DST;Schmitz GmbH EG Schlacht- und Zerlegebetrieb;46;Lohne;;50-99;;August Schmitz;CEO - Chief Executive Officer;;;DE_C3;RW;DE;;;;;
DE002972K;49 988560;;http://www.adelhelm.de;;;;info@adelhelm.de;PST;ADELHELM Kunststoffbeschichtungen GmbH;;Eningen;;50-99;;Thomas Adelhelm;CEO - Chief Executive Officer;;;DE_C3;RW;DE;;;;;
DE002122K;49 988011;;http://www.mumme.de;;;;;PST;Personal Service Niederrhein GmbH;;Düsseldorf;;0-9;;Peter Mumme;CEO - Chief Executive Officer;;;DE_C3;RW;DE;;;;;
DE003597K;49 98800;;;;;;info-controls@eberspaecher.com;PST;Eberspächer Controls Landau GmbH & Co. KG;71;Landau;;100-249;;;;;;DE_C3;RW;DE;;;;;
DE001439K;49 987620;;http://www.businessmatters.de;;;;service@businessmatters.de;DST;businessmatters GmbH & Co. KG;46;Eichenzell;;0-9;;Peter Poulsen;CEO - Chief Executive Officer;;;DE_C3;RW;DE;;;;;
DE003142K;49 98740;;http://www.raumtechnik.com;;;;info@raumtechnik.com;PST;Raumtechnik Messebau & Event Services GmbH;;Ostfildern (Scharnhausen);;250-499;;Achim Reinhuber;CEO - Chief Executive Officer;;;DE_C3;RW;DE;;;;;
DE002397K;49 98710;;http://www.beta-stuttgart.de;;;;y.do@beta-stuttgart.de;DST;BETA FOOD GmbH & Co. KG;47;Stuttgart;;20-49;;SyLoy Tran;CEO - Chief Executive Officer;;;DE_C3;RW;DE;;;;;
DE001879K;49 987060;;;;;;;DST;Hanisch Formenbau GmbH;;Schwäbisch Gmünd;;0-9;;Walter Hanisch;CEO - Chief Executive Officer;;;DE_C3;RW;DE;;;;;
DE002757K;49 9870;;http://www.scientaomicron.com;wrong number;;;info@scientaomicron.com;PST;Scienta Omicron GmbH;;Taunusstein;;100-249;;Johan Åman;CEO - Chief Executive Officer;;;DE_C3;RW;DE;;;;;
DE004572K;49 98660;;http://www.berndwolf.de;;;;info@berndwolf.de;DST;BERND WOLF GmbH;47;Stegen;;10-19;;Bernd Wolf;CEO - Chief Executive Officer;;;DE_C3;RW;DE;;;;;
DE001246K;49 9860030;;http://www.lipinski-telekom.de;;;;info@lipinski-telekom.de;DST;LIPINSKI TELEKOM GmbH;46;Berlin;;10-19;;Hartmut Weise;CEO - Chief Executive Officer;;;DE_C3;RW;DE;;;;;
DE002206K;49 98530;;http://www.bekoaelektrotechnik.de;;;;info@bekoa-elektrotechnik.de;ICT;BEKOA-Elektrotechnik GmbH;62;Aßlar;;20-49;;Bernd Kozur;CEO - Chief Executive Officer;;;DE_C3;RW;DE;;;;;
DE001719K;49 9850;;http://www.pass-ag.com;;;;info@pass-ag.com;PST;Pass Stanztechnik AG;;Creußen;;100-249;;Michael Bauer;Director;;;DE_C3;RW;DE;;;;;
DE002743K;49 9847110;;http://www.weyhmueller.com;;;;info@weyhmueller.com;PST;WEYHMÜLLER Verpackungstechnik GmbH;;Neu-Ulm;;20-49;;Heinrich Peitz;CEO - Chief Executive Officer;;;DE_C3;RW;DE;;;;;
DE002734K;49 98350;;http://www.schwanner.com;;;;info@schwanner.com;PST;Schwanner GmbH;;Burgkirchen;;50-99;;Johann Schwanner;CEO - Chief Executive Officer;;;DE_C3;RW;DE;;;;;
DE001600K;49 98080;;http://www.satherm.com;;;;satherm@satherm.com;DST;Satherm GmbH;46;Saarwellingen;;10-19;;Jürgen Opitz;CEO - Chief Executive Officer;;;DE_C3;RW;DE;;;;;
DE001388K;49 98070;;http://www.hergenhan.de;;;;info@hergenhan.de;DST;Hergenhan GmbH Technical Trading;46;Markt Schwaben;;0-9;;Manfred Hergenhan;CEO - Chief Executive Officer;;;DE_C3;RW;DE;;;;;
DE002174K;49 9799140;;http://www.gefeg.com;;;;info@gefeg.com;ICT;Gefeg -Gesellschaft für elektronischen Geschäftsverkehr mbH;62;Berlin;;10-19;;Michael Dill;CEO - Chief Executive Officer;;;DE_C3;RW;DE;;;;;
DE003524K;49 9799120;;http://www.peakadvertise.com;;;;office@peakadvertise.com;ICT;KRUSE INTERNATIONAL GMBH;;Hofheim;;0-9;;Assja Kruse;CEO - Chief Executive Officer;;;DE_C3;RW;DE;;;;;
DE001686K;49 97990;;http://www.microparts.de;;;;service@microparts.de;PST;Boehringer Ingelheim microParts GmbH;;Dortmund;;250-499;;Douglas Khoo;CEO - Chief Executive Officer;;;DE_C3;RW;DE;;;;;
DE002246K;49 97960;;http://www.firedos.de;;;;info@firedos.de;PST;FireDos GmbH;71;Wölfersheim/Industriegebiet Berstadt;;20-49;;Michael David;CEO - Chief Executive Officer;;;DE_C3;RW;DE;;;;;
DE003863K;49 97960;;http://www.sandern.de;;;;maschinenbau@sandern.de;DST;K. Sandern Maschinenbau GmbH;46;Geeste;;20-49;;Klaus Sandernjun.;CEO - Chief Executive Officer;;;DE_C3;RW;DE;;;;;
DE004340K;49 97880;;http://www.dentsuaegisnetwork.de;;;;info@dentsuaegisnetwork.de;PST;Dentsu Aegis Network Germany GmbH;70;Wiesbaden;;100-249;;Ulrike Handel;CEO - Chief Executive Officer;;;DE_C3;RW;DE;;;;;
DE002032K;49 97840;;http://www.coatema.de;;;;coatema@coatema.de;PST;Coatema Coating Machinery GmbH;71;Dormagen;;50-99;;Andreas Giessmann;CEO - Chief Executive Officer;;;DE_C3;RW;DE;;;;;
DE001782K;49 97835;;http://www.abis-gmbh.com;;;;info@abis-gmbh.info;DST;ABIS GmbH;46;Schwanstetten;;10-19;;KarlHeinz Munzert;CEO - Chief Executive Officer;;;DE_C3;RW;DE;;;;;
DE002543K;49 978330;;http://www.mangold.de;;;;info@mangold-international.com;PST;Mangold International GmbH;70;Arnstorf;;10-19;;Pascal Mangold;CEO - Chief Executive Officer;;;DE_C3;RW;DE;;;;;
DE001443K;49 9780;;http://www.sasse-elektronik.de;;;;info@sasse-elektronik.de;DST;Sasse Elektronik GmbH;46;Schwabach;;50-99;;HorstR. König;CEO - Chief Executive Officer;;;DE_C3;RW;DE;;;;;
DE003855K;49 977280;;http://www.cb-feinmechanik.de;;;;info@cb-feinmechanik.de;PST;Christian Böhm GmbH & Co Feinmechanik KG;;Berchtesgaden;;50-99;8e+06;Harald Voigt;CEO - Chief Executive Officer;;;DE_C3;RW;DE;;;;;
DE003946K;49 9770499;;http://www.almawin.de;;;;info@almawin.de;DST;AlmaWin Reinigungskonzentrate GmbH;46;Winterbach;;10-19;;Rudolf Bund;CEO - Chief Executive Officer;;;DE_C3;RW;DE;;;;;
DE002554K;49 97500;;http://www.wolf-baumaschinen.de;;;;wolf-baumaschinen@t-online.de;DST;Wolf Baumaschinen und Baugeräte Handels GmbH;46;Bad Mergentheim;;20-49;;Edgar Wolf;CEO - Chief Executive Officer;;;DE_C3;RW;DE;;;;;
DE001324K;49 974550;;http://www.wilo.com;;;;wilo@wilo.com;CON;WILO SE;;Hof;;250-499;;Carsten Krumm;Director;;;DE_C3;RW;DE;;;;;
DE004182K;49 9740;;http://www.fischermesstechnik.de;;;;info@fischermesstechnik.de;PST;Fischer Mess- und Regeltechnik GmbH;;Bad Salzuflen;;100-249;;GünterBernhard Gödde;CEO - Chief Executive Officer;;;DE_C3;RW;DE;;;;;
DE001902K;49 97390;;http://www.azo-liquids.com;;;;azo-liquids@azo.com;DST;AZO LIQUIDS GmbH;46;Neuenburg;;20-49;;Robert Zimmermann;CEO - Chief Executive Officer;;;DE_C3;RW;DE;;;;;
DE002552K;49 97390;;http://www.norma-online.de;;;;info@norma-online.de;DST;Norma Lebensmittelfilialbetrieb Stiftung & Co. KG;;Fürth;;More than 5000;2.9e+09;Gerd Köber;CEO - Chief Executive Officer;;;DE_C3;RW;DE;;;;;
DE001354K;49 97390;;http://www.pmb-maschinenbau.de;;;;;DST;Aircraft Philipp Karlsruhe GmbH;46;Karlsruhe;;50-99;;Rolf Philipp;CEO - Chief Executive Officer;;;DE_C3;RW;DE;;;;;
DE003095K;49 973770;;http://www.cbc-ag.de;;;;info@cbc-ag.de;ICT;CBC ComputerBusinessCenter GmbH;62;Frankfurt;;50-99;;Gregory Thurgood;CEO - Chief Executive Officer;;;DE_C3;RW;DE;;;;;
DE001729K;49 97220;;http://www.dicota.de;;;;info@dicota.de;PST;DICOTA GmbH;71;Bietigheim-Bissingen;;20-49;;Bernd Klinsmann;MD/Chief Operating Officer;;;DE_C3;RW;DE;;;;;
DE001922K;49 97210;;http://www.jhk.de;;;;anlagenbau-und-service@jhk.de;CON;J.H.K. Engineering GmbH & Co. KG;43;Bremerhaven;;0-9;5e+05;Hubert Hartwig;CEO - Chief Executive Officer;;;DE_C3;RW;DE;;;;;
DE002624K;49 97170;;http://www.ser-elektronik.de;;;;ser@ser-elektronik.de;ICT;ser elektronik GmbH;;Möhnesee;;10-19;;Friedhelm Schröer;CEO - Chief Executive Officer;;;DE_C3;RW;DE;;;;;
DE004085K;49 9714037;;http://www.reproisoliertueren.de;;;;info@reproisoliertueren.de;CON;Comercial Industrial Repro;;Hückelhoven;;50-99;;;;;;DE_C3;RW;DE;;;;;
DE002127K;49 97100;;http://www.osy.de;;;;info@osy.de;PST;OSY GmbH Unternehmensberatung & Software Entwicklung;70;Freiburg;;0-9;;Patrick Gnädinger;CEO - Chief Executive Officer;;;DE_C3;RW;DE;;;;;
DE001236K;49 970817;;http://www.niebergall.de;;;;info@niebergall.de;DST;J.V. Niebergall;;Niedernhausen;;0-9;;Volker Niebergall;Principal Executive/Proprietor;;;DE_C3;RW;DE;;;;;
DE001379K;49 970650;;http://www.axeco.de;;;;info@axeco.de;PST;AXECO GmbH & Co. KG;71;Penzing;;0-9;;Josef Wartelsteiner;CEO - Chief Executive Officer;;;DE_C3;RW;DE;;;;;
DE003416K;49 970590;;http://www.baer-gmbh.com;;;;info@baer-gmbh.com;DST;Bär Industrie-Elektronik GmbH;;Fürth;;20-49;;Volker Bär;CEO - Chief Executive Officer;;;DE_C3;RW;DE;;;;;
DE003672K;49 97050;;http://www.polyplas.de;;;;info@polyplas.de;PST;Polyplas Hameln GmbH;;Emmerthal;;;;Helga Schulz;CEO - Chief Executive Officer;;;DE_C3;RW;DE;;;;;
DE002492K;49 970000;;http://www.datagroup.de;;;;kontakt@datagroup.de;ICT;DATAGROUP Stuttgart GmbH;63;Pliezhausen;;100-249;;MaxH.-H. Schaber;Director;;;DE_C3;RW;DE;;;;;
DE001286K;49 96980;;http://www.maierbau.com;;;;info@maierbau.com;CON;Jakob Maier Bauunternehmung Ing. Holzbau GmbH & Co. KG;43;Türkheim;;100-249;;Ludwig Maier;CEO - Chief Executive Officer;;;DE_C3;RW;DE;;;;;
DE002613K;49 96890;;http://www.goeke-group.com;;;;ibg-automation@goeke-group.com;PST;IBG Automation GmbH;71;Neuenrade;;100-249;;Matthias Goeke;CEO - Chief Executive Officer;;;DE_C3;RW;DE;;;;;
DE001146K;49 968530;;http://www.wolf-iss.com;;;;info@wolf-iss.com;DST;Marcus Wolf Ladeneinrichtungen Wolf-International Shop System;46;Unna;;20-49;;Marcus Wolf;CEO - Chief Executive Officer;;;DE_C3;RW;DE;;;;;
DE003009K;49 968360;;http://www.mid.ru;;;;info@mid.de;ICT;MID GmbH;62;Nürnberg;;100-249;;Martin Müller;CEO - Chief Executive Officer;;;DE_C3;RW;DE;;;;;
DE003260K;49 968201;;http://www.limtronik.de;wrong number;;;info@limtronik.de;PST;Limtronik GmbH;;Limburg;;100-249;;Gerd Ohl;CEO - Chief Executive Officer;;;DE_C3;RW;DE;;;;;
DE003704K;49 9672300;;http://www.minichamps.de;;;;Info@Minichamps.de;DST;Minichamps GmbH & Co. KG;46;Aachen;;10-19;;Paul Lang;CEO - Chief Executive Officer;;;DE_C3;RW;DE;;;;;
DE004634K;49 967230;;http://www.abas-systemhaus.de;;;;info@abas-erp.com;ICT;abas Software AG;62;Karlsruhe;;0-9;;Baris Ergun;Director;;;DE_C3;RW;DE;;;;;
DE002074K;49 96679200;;http://www.lacon-institut.com;;;;lacon@lacon-institut.org;PST;LACON-Privatinstitut für Qualitätssicherung u. Zertifizierung ökologisch;71;Offenburg;;;;H.-Joachim Kopp;CEO - Chief Executive Officer;;;DE_C3;RW;DE;;;;;
DE004412K;49 966070;;http://www.betasensorik.de;;;;briefkasten@betasensorik.de;DST;beta SENSORIK GmbH;;Kronach;;10-19;;Alfred Rosenbauer;CEO - Chief Executive Officer;;;DE_C3;RW;DE;;;;;
DE003128K;49 9649590;;http://www.berlinerluft.de;;;;bltw@berlinerluft.de;PST;BerlinerLuft. Technik GmbH Regionalcenter West Lüftungskomponenten;;Köln;;20-49;;Dirk Weis;Factory/Plant Director/Manager;;;DE_C3;RW;DE;;;;;
DE001763K;49 9649227;;;;;;;DST;Auto Dunker GmbH;45;Friedberg;;0-9;;Uwe Krenz;CEO - Chief Executive Officer;;;DE_C3;RW;DE;;;;;
DE003966K;49 96330;;http://www.apartis.com;;;;aiminfo@apartis.com;ICT;apartis  Information Management AG  Gewerbepark Dietersheim;62;Bingen;;10-19;;Heinz-Juergen Rothe;Director;;;DE_C3;RW;DE;;;;;
DE001979K;49 963248;;http://www.a1-productdesign.com;;;;mail@a1-productdesign.com;PST;A1 PRODUCTDESIGN Reindl + Partner GmbH;73;Köln;;0-9;;;;;;DE_C3;RW;DE;;;;;
DE001864K;49 962840;;http://www.tci.de;;;;vertrieb@tci.de;ICT;tci - Gesellschaft für technische Informatik mbH;;Heuchelheim;;50-99;;Michael Böck;CEO - Chief Executive Officer;;;DE_C3;RW;DE;;;;;
DE001873K;49 9627820;;http://www.hugo-petersen.de;;;;contact@hugo-petersen.de;PST;HUGO PETERSEN GmbH;71;Wiesbaden;;20-49;;Axel Schulze;CEO - Chief Executive Officer;;;DE_C3;RW;DE;;;;;
DE001183K;49 961930;;http://www.fracht.com;;;;info@fracht-dus.de;PST;FRACHT FWO AG;;Düsseldorf;;;;;;;;DE_C3;RW;DE;;;;;
DE001208K;49 96100;;http://www.autem.de;;;;info@autem.de;ICT;AUTEM Gesellschaft für Automatisierungssoftware mbH;62;Emden;;10-19;;ClausPeter Schumacher;CEO - Chief Executive Officer;;;DE_C3;RW;DE;;;;;
DE001695K;49 96070;;http://www.bar-gmbh.de;wrong number;;;info@bar-gmbh.de;PST;Bar-pneumatische Steuerungssysteme GmbH;;Dattenberg;;20-49;;Antoine Rossignol;CEO - Chief Executive Officer;;;DE_C3;RW;DE;;;;;
DE001382K;49 9590387;;http://www.cicy-china-consulting.de;;;;info@CICY-china-consulting.de;PST;CICY China Industry Consulting Dr. Yu & Partner;;Plattling;;;;Yu;Principal Executive/Proprietor;;;DE_C3;RW;DE;;;;;
DE002626K;49 95850;;http://www.pwc.de;;;;webkontakt_anfragen@de.pwc.com;PST;PricewaterhouseCoopers GmbH Wirtschaftsprüfungsgesellschaft;69;Frankfurt am Main;;More than 5000;1.9e+09;Norbert Winkeljohann;CEO - Chief Executive Officer;;;DE_C3;RW;DE;;;;;
DE001166K;49 9578333;;http://www.avs-morbach.de;wrong number;;https://de.kompass.com/c/automatic-vision-systems-ug-haftungsbeschrankt/de514467/;info@avs-morbach.de;PST;Automatic Vision Systems UG (haftungsbeschränkt);;Morbach;;10-19;;Sascha Kolz;CEO - Chief Executive Officer;;;DE_C3;RW;DE;;;;;
DE001567K;49 95770;;http://www.moba.de;;;;;ICT;MOBA-Mobile Automation AG;62;Limburg;;100-249;;Volker Harms;Chairman;;;DE_C3;RW;DE;;;;;
DE002102K;49 95590;;http://www.eberspaecher-electronics.com;;;;ebel-info@eberspaecher.com;PST;Eberspächer Electronics GmbH & Co. KG;71;Göppingen;;20-49;;;;;;DE_C3;RW;DE;;;;;
DE003121K;49 955220;;http://www.gwu-group.de;;;;info@gwu-group.de;DST;GWU-Lasertechnik Vertriebsges. mbH;46;Erftstadt;;0-9;;Günter Warmbier;CEO - Chief Executive Officer;;;DE_C3;RW;DE;;;;;
DE001896K;49 95520;;http://www.belfuse.com;;;;cprebeck@bel-stewart.com;ICT;Bel Stewart GmbH;;Friedrichsdorf;;10-19;;Colin Dunn;CEO - Chief Executive Officer;;;DE_C3;RW;DE;;;;;
DE001640K;49 95510;;http://www.msiair.com;;;;msi@msiair.com;DST;MSI Aircraft Maintenance Services International GmbH & Co. KG;;Rüsselsheim;;50-99;;Marga Blivier;CEO - Chief Executive Officer;;;DE_C3;RW;DE;;;;;
DE003706K;49 95460;;http://www.licostrucktec.com;;;;info@licostrucktec.com;DST;LICOS Trucktec GmbH;45;Markdorf;;50-99;;Andreas Wolf;CEO - Chief Executive Officer;;;DE_C3;RW;DE;;;;;
DE001927K;49 954080;;http://www.ws-anlagenbau.com;;;;info@ws-anlagenbau.com;PST;WS-Anlagenbau GmbH;71;Borgholzhausen;;20-49;;Alexander Schröter;CEO - Chief Executive Officer;;;DE_C3;RW;DE;;;;;
DE004083K;49 9534560;;http://www.tks-solutions.com;;;;info@tks-solutions.com;PST;tks solutions gmbh;70;Idstein;;0-9;;Thomas Katzenmeier;CEO - Chief Executive Officer;;;DE_C3;RW;DE;;;;;
DE001580K;49 953140;;http://www.datatranslation.de;;;;info@datatranslation.de;ICT;Measurement Computing GmbH;62;Bietigheim-Bissingen;;0-9;;Winfried Klass;CEO - Chief Executive Officer;;;DE_C3;RW;DE;;;;;
DE003293K;49 95200;;http://www.hantarex.de;;;;info@hantarex.de;DST;HANTAREX Deutschland Vertriebsgesellschaft mbH;46;Altenkirchen;;0-9;;Arno Schwabenland;CEO - Chief Executive Officer;;;DE_C3;RW;DE;;;;;
DE002296K;49 951310;;http://www.a-tune.de;;;;info@a-tune.de;ICT;a-tune software AG;62;Darmstadt;;20-49;;Andreas Staubi;Director;;;DE_C3;RW;DE;;;;;
DE003069K;49 9510;;http://www.lunzer-partner.com;;;;info@lunzer-partner.com;PST;Lunzer + Partner GmbH;70;Alzenau;;20-49;;Matthias Gerbert;CEO - Chief Executive Officer;;;DE_C3;RW;DE;;;;;
DE002602K;49 950950;;http://www.hundw-nutzfahrzeugtechnik.de;;;;info@hundw-nutzfahrzeugtechnik.de;DST;H&W Nutzfahrzeugtechnik GmbH;45;Vreden;;10-19;;Werner Wöhrmann;CEO - Chief Executive Officer;;;DE_C3;RW;DE;;;;;
DE001690K;49 950180;;http://www.roesberg.de;;;;info.ka@roesberg.com;PST;Rösberg Engineering Ingenieurgesellschaft mbH für Automation;71;Karlsruhe;;50-99;;Ralph Rösberg;CEO - Chief Executive Officer;;;DE_C3;RW;DE;;;;;
DE003102K;49 949870;;http://www.resotec.com;wrong number;;;info@resotec.com;ICT;RESOTEC Realtime Software Technik GmbH;;Baunatal;;50-99;;Ulrich Jonas;CEO - Chief Executive Officer;;;DE_C3;RW;DE;;;;;
DE004493K;49 949109600;;http://www.nazirizadeh.de/iran-beratung/;;;;webmaster@nazirizadeh.de;PST;Nazirizadeh Consulting;;Wiesbaden;;0-9;;Dawood Nazirizadeh;;;;DE_C3;RW;DE;;;;;
DE002292K;49 9488690;;http://www.occ-web.com;;;;info@occ-web.de;ICT;OCC Gesellschaft für physikalische Messtechnik und kybernetische Systeme mbH;62;Mönchengladbach;;0-9;;Wolfgang Baumgart;CEO - Chief Executive Officer;;;DE_C3;RW;DE;;;;;
DE003464K;49 94840;;http://www.gsn-service.de;;;;info@gsn-service.de;CON;GSN Maschinen-Anlagen-Service GmbH;43;Rottenburg- Hailfingen;;250-499;;Friedrich Schmid;CEO - Chief Executive Officer;;;DE_C3;RW;DE;;;;;
DE002761K;49 94800;;http://www.plastcontrol.com;;;;information@plastcontrol.de;PST;PLAST-CONTROL GMBH;;Remscheid;;10-19;;Stefan Konermann;CEO - Chief Executive Officer;;;DE_C3;RW;DE;;;;;
DE002693K;49 94790;;http://www.malzfabrik-rheinpfalz.de;;;;info@malzfabrik-rheinpfalz.de;PST;Malzfabrik Rheinpfalz GmbH;;Pfungstadt;;10-19;;Christian Leisler;CEO - Chief Executive Officer;;;DE_C3;RW;DE;;;;;
DE002814K;49 94783050;;http://www.Wang-Anlagenbau.de;;;;info@wang-anlagenbau.de;DST;WANG Anlagenbau GmbH;46;Dülmen;;10-19;;Markus Wang;CEO - Chief Executive Officer;;;DE_C3;RW;DE;;;;;
DE003487K;49 946500;;http://www.rte.de;;;;info@rte.de;PST;RTE Akustik + Prüftechnik GmbH;71;Pfinztal;;10-19;1750000;Ingolf Hertlin;CEO - Chief Executive Officer;;;DE_C3;RW;DE;;;;;
DE003671K;49 946050;;http://www.atlas-minden.de;;;;atlas-minden@t-online.de;DST;ATLAS-HANDELSGESELLSCHAFT mbH;46;München;;50-99;;Rudolf Speidel;CEO - Chief Executive Officer;;;DE_C3;RW;DE;;;;;
DE002067K;49 945940;;http://www.kfs-detmold.de;;;;info@kfs-springbrunnentechnik.de;CON;KFS Springbrunnentechnik-Anlagenbau GmbH;42;Detmold;;10-19;;Jörg Bruckmann;CEO - Chief Executive Officer;;;DE_C3;RW;DE;;;;;
DE001788K;49 94573387;;;;;;;ICT;Integralis AG;62;Ismaning;;10-19;;Alexander Rudolf;Sales Director/Manager;;;DE_C3;RW;DE;;;;;
DE002876K;49 94510;;http://www.cubus.eu;;;;info@cubus.eu;ICT;CUBUS AG;62;Herrenberg;;10-19;;Harald Matzke;Director;;;DE_C3;RW;DE;;;;;
DE001886K;49 94461;;http://www.micor.de;;;;info@micor.de;DST;Micor Gesellschaft für industrielle Wärme- und Trocknungstechnik mbH;46;Idstein-Heftrich;;10-19;;HansJoachim Müller;CEO - Chief Executive Officer;;;DE_C3;RW;DE;;;;;
DE002443K;49 944595640;;http://www.scheugenpflug.de;;;;info@scheugenpflug.de;PST;Scheugenpflug AG;;Neustadt an der Donau;;250-499;;Erich Scheugenpflug;Chairman;;;DE_C3;RW;DE;;;;;
DE002823K;49 9445836;;http://www.subolab.de;;;;info@subolab.de;DST;Subolab GmbH;46;Söllingen;;0-9;;Stefan Subota;CEO - Chief Executive Officer;;;DE_C3;RW;DE;;;;;
DE004541K;49 9443250;;http://www.swr-gmbh.de;;;;info@swr-gmbh.de;CON;Südwestdeutsche Rohrleitungsbau GmbH;42;Frankfurt am Main;;100-249;;Walter Kubick;CEO - Chief Executive Officer;;;DE_C3;RW;DE;;;;;
DE004640K;49 9440;;http://www.wielandwerke.de;;;;info@wieland.com;DST;Wieland-Werke AG;46;Ulm;;More than 5000;;Ulrich Altstetter;Director;;;DE_C3;RW;DE;;;;;
DE000078K;49 94377;;http://www.taik.de;;;;mtb@taik.de;PST;MTB;;Geldern;;;;;;;;DE_C3;RW;DE;;;;;
DE002409K;49 943736000;;http://www.annotext.de;;;;info@annotext.de;ICT;AnNoText GmbH;62;Hürth;;100-249;;Rolf Voller;CEO - Chief Executive Officer;;;DE_C3;RW;DE;;;;;
DE003335K;49 94370;;http://www.welte.de;;;;Info@Welte.de;DST;Welte Fahrzeugbau GmbH;46;Umkirch;;50-99;;Werner Nühnen;CEO - Chief Executive Officer;;;DE_C3;RW;DE;;;;;
DE002157K;49 9430;;http://www.hahn-schickard.de;;;;;PST;Hahn-Schickard-Gesellschaft für angewandte Forschung e. V.;72;Villingen-Schwenningen;;100-249;;Holger Reinecke;CEO - Chief Executive Officer;;;DE_C3;RW;DE;;;;;
DE003649K;49 942740;;http://www.fabrino.eu;;;;info@fabrino.eu;PST;Fabrino Produktionsgesellschaft mbH & Co. KG;71;Aitrach;;10-19;;Jochen Reisacher;CEO - Chief Executive Officer;;;DE_C3;RW;DE;;;;;
